a,b,content_rate,style_rate,neither_rate,n
0,0,0.8460000157356262,0.8460000157356262,nan,500
0,1,0.041999999433755875,0.6759999990463257,0.28200000151991844,500
0,2,0.04399999976158142,0.5379999876022339,0.4180000126361847,500
0,3,0.006000000052154064,0.7760000228881836,0.21799997705966234,500
0,4,0.014000000432133675,0.6380000114440918,0.34799998812377453,500
0,5,0.006000000052154064,0.45399999618530273,0.5400000037625432,500
0,6,0.0,0.49000000953674316,0.5099999904632568,500
0,7,0.03200000151991844,0.6019999980926514,0.3660000003874302,500
0,8,0.041999999433755875,0.7940000295639038,0.16399997100234032,500
0,9,0.04800000041723251,0.6959999799728394,0.25600001960992813,500
1,0,0.0,0.828000009059906,0.171999990940094,500
1,1,0.7239999771118164,0.7239999771118164,nan,500
1,2,0.0,0.5600000023841858,0.4399999976158142,500
1,3,0.0,0.7720000147819519,0.2279999852180481,500
1,4,0.0,0.6060000061988831,0.39399999380111694,500
1,5,0.0,0.38600000739097595,0.613999992609024,500
1,6,0.0,0.5479999780654907,0.4520000219345093,500
1,7,0.0,0.5299999713897705,0.4700000286102295,500
1,8,0.0,0.8080000281333923,0.19199997186660767,500
1,9,0.07599999755620956,0.7540000081062317,0.16999999433755875,500
2,0,0.041999999433755875,0.8199999928474426,0.1380000077188015,500
2,1,0.014000000432133675,0.6539999842643738,0.33200001530349255,500
2,2,0.5699999928474426,0.5699999928474426,nan,500
2,3,0.03400000184774399,0.7239999771118164,0.2420000210404396,500
2,4,0.07800000160932541,0.6159999966621399,0.3060000017285347,500
2,5,0.04600000008940697,0.47200000286102295,0.4819999970495701,500
2,6,0.03400000184774399,0.5839999914169312,0.38200000673532486,500
2,7,0.01600000075995922,0.5839999914169312,0.4000000078231096,500
2,8,0.019999999552965164,0.8059999942779541,0.17400000616908073,500
2,9,0.009999999776482582,0.7059999704360962,0.2840000297874212,500
3,0,0.0860000029206276,0.800000011920929,0.11399998515844345,500
3,1,0.10599999874830246,0.656000018119812,0.23799998313188553,500
3,2,0.2980000078678131,0.5059999823570251,0.19600000977516174,500
3,3,0.7839999794960022,0.7839999794960022,nan,500
3,4,0.2280000001192093,0.6340000033378601,0.1379999965429306,500
3,5,0.4580000042915344,0.44600000977516174,0.09599998593330383,500
3,6,0.2639999985694885,0.5640000104904175,0.171999990940094,500
3,7,0.1459999978542328,0.5680000185966492,0.28599998354911804,500
3,8,0.0860000029206276,0.7900000214576721,0.12399997562170029,500
3,9,0.15000000596046448,0.671999990940094,0.17800000309944153,500
4,0,0.03400000184774399,0.7440000176429749,0.22199998050928116,500
4,1,0.024000000208616257,0.628000020980835,0.3479999788105488,500
4,2,0.11800000071525574,0.5139999985694885,0.36800000071525574,500
4,3,0.04399999976158142,0.765999972820282,0.1900000274181366,500
4,4,0.656000018119812,0.656000018119812,nan,500
4,5,0.04600000008940697,0.4480000138282776,0.5059999860823154,500
4,6,0.1340000033378601,0.5460000038146973,0.3199999928474426,500
4,7,0.18400000035762787,0.5680000185966492,0.24799998104572296,500
4,8,0.03200000151991844,0.7680000066757202,0.19999999180436134,500
4,9,0.014000000432133675,0.6700000166893005,0.3159999828785658,500
5,0,0.012000000104308128,0.8100000023841858,0.17799999751150608,500
5,1,0.00800000037997961,0.6779999732971191,0.31400002632290125,500
5,2,0.041999999433755875,0.46000000834465027,0.49799999222159386,500
5,3,0.11800000071525574,0.7599999904632568,0.12200000882148743,500
5,4,0.029999999329447746,0.5860000252723694,0.38399997539818287,500
5,5,0.5339999794960022,0.5339999794960022,nan,500
5,6,0.06599999964237213,0.527999997138977,0.4060000032186508,500
5,7,0.0560000017285347,0.5799999833106995,0.36400001496076584,500
5,8,0.01600000075995922,0.7860000133514404,0.19799998588860035,500
5,9,0.014000000432133675,0.6980000138282776,0.28799998573958874,500
6,0,0.00800000037997961,0.7739999890327454,0.21800001058727503,500
6,1,0.009999999776482582,0.6759999990463257,0.31400000117719173,500
6,2,0.052000001072883606,0.47999998927116394,0.46800000965595245,500
6,3,0.02800000086426735,0.7680000066757202,0.20399999246001244,500
6,4,0.04800000041723251,0.621999979019165,0.33000002056360245,500
6,5,0.01600000075995922,0.414000004529953,0.5699999947100878,500
